Incident ID,Plant,Date,Description,Incident Type,Cause
766,Plant D,2024-01-10,Employee reported dizziness and nausea in Plant D's packaging area on 2024-01-10.,chemical spill,Human error
767,Plant D,2024-08-18,Employee reported dizziness and nausea in Plant D's packaging area on 2024-08-18.,injury,Human error
768,Plant B,2024-03-11,Symptoms of heat exhaustion were reported by a worker in Plant B on 2024-03-11.,safety violation,Unknown
769,Plant B,2024-09-07,Employee reported dizziness and nausea in Plant B's packaging area on 2024-09-07.,electrical,Environment
770,Plant A,2024-01-07,Employee reported dizziness and nausea in Plant A's packaging area on 2024-01-07.,electrical,Environment
771,Plant A,2024-08-07,Symptoms of heat exhaustion were reported by a worker in Plant A on 2024-08-07.,chemical spill,Unknown
772,Plant C,2024-02-14,Employee reported dizziness and nausea in Plant C's packaging area on 2024-02-14.,safety violation,Human error
773,Plant C,2024-04-20,A near-miss incident was reported on 2024-04-20 at Plant C.,injury,Equipment
774,Plant D,2024-05-04,A near-miss incident was reported on 2024-05-04 at Plant D.,safety violation,Human error
775,Plant D,2024-08-13,Employee reported dizziness and nausea in Plant D's packaging area on 2024-08-13.,injury,Equipment
776,Plant D,2024-03-19,A near-miss incident was reported on 2024-03-19 at Plant D.,electrical,Environment
777,Plant D,2024-05-26,Symptoms of heat exhaustion were reported by a worker in Plant D on 2024-05-26.,heat exhaustion,Human error
778,Plant A,2024-01-25,Employee reported dizziness and nausea in Plant A's packaging area on 2024-01-25.,other,Environment
779,Plant D,2024-04-02,Employee reported dizziness and nausea in Plant D's packaging area on 2024-04-02.,slip,Unknown
780,Plant C,2024-07-16,A near-miss incident was reported on 2024-07-16 at Plant C.,injury,Equipment
781,Plant C,2024-09-06,Symptoms of heat exhaustion were reported by a worker in Plant C on 2024-09-06.,injury,Human error
782,Plant C,2024-06-02,"On 2024-06-02, a worker in Plant C's production area tripped over an unmarked hazard.",electrical,Environment
783,Plant D,2024-09-03,A fire alarm was triggered in Plant D's assembly line on 2024-09-03.,safety violation,Unknown
784,Plant A,2024-03-05,A fire alarm was triggered in Plant A's assembly line on 2024-03-05.,heat exhaustion,Environment
785,Plant C,2024-02-13,"On 2024-02-13, a worker in Plant C's production area tripped over an unmarked hazard.",heat exhaustion,Human error
786,Plant D,2024-08-04,"On 2024-08-04, a worker in Plant D's production area tripped over an unmarked hazard.",slip,Human error
787,Plant D,2024-01-15,Employee reported dizziness and nausea in Plant D's packaging area on 2024-01-15.,fire,Environment
788,Plant D,2024-01-17,Employee reported dizziness and nausea in Plant D's packaging area on 2024-01-17.,safety violation,Unknown
789,Plant B,2024-01-27,"On 2024-01-27, a worker in Plant B's production area tripped over an unmarked hazard.",fire,Environment
790,Plant C,2024-01-01,"On 2024-01-01, a worker in Plant C's production area tripped over an unmarked hazard.",slip,Human error
791,Plant A,2024-04-28,A fire alarm was triggered in Plant A's assembly line on 2024-04-28.,electrical,Human error
792,Plant A,2024-01-11,A fire alarm was triggered in Plant A's assembly line on 2024-01-11.,fire,Unknown
793,Plant A,2024-06-18,Employee reported dizziness and nausea in Plant A's packaging area on 2024-06-18.,slip,Human error
794,Plant B,2024-05-20,Symptoms of heat exhaustion were reported by a worker in Plant B on 2024-05-20.,near-miss,Human error
795,Plant A,2024-07-08,A near-miss incident was reported on 2024-07-08 at Plant A.,slip,Human error
796,Plant A,2024-08-01,A near-miss incident was reported on 2024-08-01 at Plant A.,heat exhaustion,Environment
797,Plant D,2024-03-28,Employee reported dizziness and nausea in Plant D's packaging area on 2024-03-28.,injury,Unknown
798,Plant A,2024-05-03,A fire alarm was triggered in Plant A's assembly line on 2024-05-03.,slip,Environment
799,Plant D,2024-07-27,"On 2024-07-27, a worker in Plant D's production area tripped over an unmarked hazard.",near-miss,Human error
800,Plant A,2024-05-18,Employee reported dizziness and nausea in Plant A's packaging area on 2024-05-18.,fire,Environment
801,Plant B,2024-01-03,A near-miss incident was reported on 2024-01-03 at Plant B.,other,Unknown
802,Plant D,2024-03-19,Symptoms of heat exhaustion were reported by a worker in Plant D on 2024-03-19.,slip,Unknown
803,Plant B,2024-01-15,Symptoms of heat exhaustion were reported by a worker in Plant B on 2024-01-15.,other,Human error
804,Plant B,2024-06-11,Employee reported dizziness and nausea in Plant B's packaging area on 2024-06-11.,other,Environment
805,Plant D,2024-07-19,A fire alarm was triggered in Plant D's assembly line on 2024-07-19.,near-miss,Environment
806,Plant A,2024-07-01,Symptoms of heat exhaustion were reported by a worker in Plant A on 2024-07-01.,near-miss,Equipment
807,Plant A,2024-01-21,A near-miss incident was reported on 2024-01-21 at Plant A.,falling object,Environment
808,Plant B,2024-02-11,"On 2024-02-11, a worker in Plant B's production area tripped over an unmarked hazard.",chemical spill,Human error
809,Plant A,2024-08-12,A near-miss incident was reported on 2024-08-12 at Plant A.,other,Equipment
810,Plant D,2024-02-04,Employee reported dizziness and nausea in Plant D's packaging area on 2024-02-04.,injury,Environment
811,Plant A,2024-02-06,Symptoms of heat exhaustion were reported by a worker in Plant A on 2024-02-06.,other,Environment
812,Plant C,2024-06-08,Symptoms of heat exhaustion were reported by a worker in Plant C on 2024-06-08.,fire,Equipment
813,Plant C,2024-01-03,A fire alarm was triggered in Plant C's assembly line on 2024-01-03.,injury,Environment
814,Plant B,2024-06-11,"On 2024-06-11, a worker in Plant B's production area tripped over an unmarked hazard.",other,Equipment
815,Plant D,2024-03-24,Employee reported dizziness and nausea in Plant D's packaging area on 2024-03-24.,electrical,Human error
816,Plant D,2024-04-01,Employee reported dizziness and nausea in Plant D's packaging area on 2024-04-01.,safety violation,Environment
817,Plant C,2024-03-11,Symptoms of heat exhaustion were reported by a worker in Plant C on 2024-03-11.,slip,Equipment
818,Plant B,2024-03-02,A near-miss incident was reported on 2024-03-02 at Plant B.,slip,Equipment
819,Plant A,2024-02-09,A near-miss incident was reported on 2024-02-09 at Plant A.,electrical,Environment
820,Plant D,2024-07-25,Employee reported dizziness and nausea in Plant D's packaging area on 2024-07-25.,falling object,Human error
821,Plant A,2024-07-18,Symptoms of heat exhaustion were reported by a worker in Plant A on 2024-07-18.,other,Human error
822,Plant C,2024-01-29,"On 2024-01-29, a worker in Plant C's production area tripped over an unmarked hazard.",fire,Human error
823,Plant B,2024-02-02,A near-miss incident was reported on 2024-02-02 at Plant B.,other,Environment
824,Plant D,2024-06-01,A near-miss incident was reported on 2024-06-01 at Plant D.,fire,Equipment
825,Plant D,2024-03-14,A near-miss incident was reported on 2024-03-14 at Plant D.,electrical,Human error
826,Plant A,2024-09-19,Symptoms of heat exhaustion were reported by a worker in Plant A on 2024-09-19.,heat exhaustion,Environment
827,Plant D,2024-08-08,Employee reported dizziness and nausea in Plant D's packaging area on 2024-08-08.,safety violation,Human error
828,Plant B,2024-01-26,A fire alarm was triggered in Plant B's assembly line on 2024-01-26.,near-miss,Unknown
829,Plant D,2024-02-07,Employee reported dizziness and nausea in Plant D's packaging area on 2024-02-07.,fire,Unknown
830,Plant C,2024-02-26,Symptoms of heat exhaustion were reported by a worker in Plant C on 2024-02-26.,slip,Environment
831,Plant D,2024-06-04,Employee reported dizziness and nausea in Plant D's packaging area on 2024-06-04.,falling object,Equipment
832,Plant B,2024-07-29,"On 2024-07-29, a worker in Plant B's production area tripped over an unmarked hazard.",other,Equipment
833,Plant B,2024-04-24,"On 2024-04-24, a worker in Plant B's production area tripped over an unmarked hazard.",slip,Unknown
834,Plant D,2024-03-24,A fire alarm was triggered in Plant D's assembly line on 2024-03-24.,safety violation,Human error
835,Plant B,2024-04-19,"On 2024-04-19, a worker in Plant B's production area tripped over an unmarked hazard.",chemical spill,Environment
836,Plant A,2024-07-30,Employee reported dizziness and nausea in Plant A's packaging area on 2024-07-30.,slip,Unknown
837,Plant A,2024-06-23,Employee reported dizziness and nausea in Plant A's packaging area on 2024-06-23.,electrical,Equipment
838,Plant D,2024-03-07,A near-miss incident was reported on 2024-03-07 at Plant D.,chemical spill,Human error
839,Plant D,2024-05-04,Symptoms of heat exhaustion were reported by a worker in Plant D on 2024-05-04.,heat exhaustion,Unknown
840,Plant C,2024-07-30,A fire alarm was triggered in Plant C's assembly line on 2024-07-30.,ventilation,Unknown
841,Plant B,2024-03-23,A fire alarm was triggered in Plant B's assembly line on 2024-03-23.,chemical spill,Environment
842,Plant A,2024-07-21,Symptoms of heat exhaustion were reported by a worker in Plant A on 2024-07-21.,slip,Human error
843,Plant A,2024-07-18,A fire alarm was triggered in Plant A's assembly line on 2024-07-18.,heat exhaustion,Unknown
844,Plant A,2024-08-06,Employee reported dizziness and nausea in Plant A's packaging area on 2024-08-06.,falling object,Environment
845,Plant B,2024-02-24,Symptoms of heat exhaustion were reported by a worker in Plant B on 2024-02-24.,fire,Unknown
846,Plant D,2024-09-01,"On 2024-09-01, a worker in Plant D's production area tripped over an unmarked hazard.",falling object,Human error
847,Plant B,2024-02-20,A fire alarm was triggered in Plant B's assembly line on 2024-02-20.,injury,Human error
848,Plant D,2024-07-16,A near-miss incident was reported on 2024-07-16 at Plant D.,electrical,Environment
849,Plant A,2024-04-10,A near-miss incident was reported on 2024-04-10 at Plant A.,safety violation,Unknown
850,Plant A,2024-01-09,"On 2024-01-09, a worker in Plant A's production area tripped over an unmarked hazard.",other,Unknown
851,Plant D,2024-02-02,Symptoms of heat exhaustion were reported by a worker in Plant D on 2024-02-02.,fire,Unknown
852,Plant A,2024-03-05,"On 2024-03-05, a worker in Plant A's production area tripped over an unmarked hazard.",injury,Unknown
853,Plant B,2024-09-04,"On 2024-09-04, a worker in Plant B's production area tripped over an unmarked hazard.",fire,Equipment
854,Plant A,2024-07-27,Employee reported dizziness and nausea in Plant A's packaging area on 2024-07-27.,chemical spill,Equipment
855,Plant D,2024-08-24,A fire alarm was triggered in Plant D's assembly line on 2024-08-24.,chemical spill,Human error
856,Plant D,2024-05-29,A near-miss incident was reported on 2024-05-29 at Plant D.,other,Unknown
857,Plant B,2024-05-05,"On 2024-05-05, a worker in Plant B's production area tripped over an unmarked hazard.",heat exhaustion,Unknown
858,Plant A,2024-01-22,Employee reported dizziness and nausea in Plant A's packaging area on 2024-01-22.,chemical spill,Equipment
859,Plant D,2024-08-28,"On 2024-08-28, a worker in Plant D's production area tripped over an unmarked hazard.",electrical,Unknown
860,Plant C,2024-07-04,Employee reported dizziness and nausea in Plant C's packaging area on 2024-07-04.,falling object,Unknown
861,Plant B,2024-01-07,"On 2024-01-07, a worker in Plant B's production area tripped over an unmarked hazard.",other,Unknown
862,Plant D,2024-08-13,A fire alarm was triggered in Plant D's assembly line on 2024-08-13.,fire,Environment
863,Plant A,2024-01-17,A fire alarm was triggered in Plant A's assembly line on 2024-01-17.,fire,Human error
864,Plant A,2024-01-28,Symptoms of heat exhaustion were reported by a worker in Plant A on 2024-01-28.,heat exhaustion,Unknown
865,Plant B,2024-07-27,Employee reported dizziness and nausea in Plant B's packaging area on 2024-07-27.,electrical,Unknown
866,Plant A,2024-03-27,A fire alarm was triggered in Plant A's assembly line on 2024-03-27.,fire,Environment
867,Plant A,2024-08-09,A near-miss incident was reported on 2024-08-09 at Plant A.,chemical spill,Unknown
868,Plant B,2024-07-23,Employee reported dizziness and nausea in Plant B's packaging area on 2024-07-23.,other,Environment
869,Plant C,2024-06-30,A near-miss incident was reported on 2024-06-30 at Plant C.,safety violation,Equipment
870,Plant C,2024-02-22,Symptoms of heat exhaustion were reported by a worker in Plant C on 2024-02-22.,heat exhaustion,Human error
871,Plant A,2024-01-20,Employee reported dizziness and nausea in Plant A's packaging area on 2024-01-20.,injury,Unknown
872,Plant D,2024-05-03,Employee reported dizziness and nausea in Plant D's packaging area on 2024-05-03.,heat exhaustion,Equipment
873,Plant B,2024-08-25,"On 2024-08-25, a worker in Plant B's production area tripped over an unmarked hazard.",falling object,Unknown
874,Plant C,2024-09-19,Employee reported dizziness and nausea in Plant C's packaging area on 2024-09-19.,fire,Equipment
875,Plant D,2024-04-27,Employee reported dizziness and nausea in Plant D's packaging area on 2024-04-27.,electrical,Equipment
876,Plant C,2024-08-11,A near-miss incident was reported on 2024-08-11 at Plant C.,chemical spill,Human error
877,Plant D,2024-07-30,"On 2024-07-30, a worker in Plant D's production area tripped over an unmarked hazard.",chemical spill,Equipment
878,Plant A,2024-05-27,Symptoms of heat exhaustion were reported by a worker in Plant A on 2024-05-27.,falling object,Unknown
879,Plant D,2024-09-14,Symptoms of heat exhaustion were reported by a worker in Plant D on 2024-09-14.,heat exhaustion,Equipment
880,Plant B,2024-09-17,"On 2024-09-17, a worker in Plant B's production area tripped over an unmarked hazard.",slip,Human error
881,Plant A,2024-09-10,"On 2024-09-10, a worker in Plant A's production area tripped over an unmarked hazard.",heat exhaustion,Equipment
882,Plant D,2024-01-19,Symptoms of heat exhaustion were reported by a worker in Plant D on 2024-01-19.,safety violation,Equipment
883,Plant B,2024-04-06,A fire alarm was triggered in Plant B's assembly line on 2024-04-06.,slip,Equipment
884,Plant C,2024-01-22,"On 2024-01-22, a worker in Plant C's production area tripped over an unmarked hazard.",electrical,Equipment
885,Plant B,2024-07-10,"On 2024-07-10, a worker in Plant B's production area tripped over an unmarked hazard.",fire,Human error
886,Plant A,2024-01-28,Employee reported dizziness and nausea in Plant A's packaging area on 2024-01-28.,heat exhaustion,Unknown
887,Plant B,2024-07-01,Symptoms of heat exhaustion were reported by a worker in Plant B on 2024-07-01.,electrical,Equipment
888,Plant C,2024-04-28,A near-miss incident was reported on 2024-04-28 at Plant C.,other,Environment
889,Plant C,2024-05-28,"On 2024-05-28, a worker in Plant C's production area tripped over an unmarked hazard.",falling object,Environment
890,Plant C,2024-05-15,A fire alarm was triggered in Plant C's assembly line on 2024-05-15.,other,Human error
891,Plant C,2024-06-11,A near-miss incident was reported on 2024-06-11 at Plant C.,slip,Unknown
892,Plant A,2024-06-12,Symptoms of heat exhaustion were reported by a worker in Plant A on 2024-06-12.,other,Unknown
893,Plant A,2024-06-08,"On 2024-06-08, a worker in Plant A's production area tripped over an unmarked hazard.",ventilation,Equipment
894,Plant B,2024-01-14,A near-miss incident was reported on 2024-01-14 at Plant B.,heat exhaustion,Equipment
895,Plant D,2024-04-23,A near-miss incident was reported on 2024-04-23 at Plant D.,chemical spill,Unknown
896,Plant A,2024-02-13,Symptoms of heat exhaustion were reported by a worker in Plant A on 2024-02-13.,other,Human error
897,Plant C,2024-04-27,A fire alarm was triggered in Plant C's assembly line on 2024-04-27.,near-miss,Human error
898,Plant A,2024-07-26,A fire alarm was triggered in Plant A's assembly line on 2024-07-26.,slip,Equipment
899,Plant C,2024-06-10,A near-miss incident was reported on 2024-06-10 at Plant C.,safety violation,Environment
900,Plant A,2024-01-29,Symptoms of heat exhaustion were reported by a worker in Plant A on 2024-01-29.,safety violation,Unknown
901,Plant A,2024-06-29,Symptoms of heat exhaustion were reported by a worker in Plant A on 2024-06-29.,ventilation,Human error
902,Plant D,2024-07-15,Symptoms of heat exhaustion were reported by a worker in Plant D on 2024-07-15.,heat exhaustion,Unknown
903,Plant C,2024-08-13,"On 2024-08-13, a worker in Plant C's production area tripped over an unmarked hazard.",other,Environment
904,Plant D,2024-03-10,A fire alarm was triggered in Plant D's assembly line on 2024-03-10.,injury,Human error
905,Plant D,2024-03-30,A fire alarm was triggered in Plant D's assembly line on 2024-03-30.,ventilation,Human error
906,Plant B,2024-04-26,A near-miss incident was reported on 2024-04-26 at Plant B.,ventilation,Environment
907,Plant A,2024-04-02,A near-miss incident was reported on 2024-04-02 at Plant A.,chemical spill,Human error
908,Plant B,2024-02-26,A near-miss incident was reported on 2024-02-26 at Plant B.,other,Human error
909,Plant B,2024-02-08,"On 2024-02-08, a worker in Plant B's production area tripped over an unmarked hazard.",slip,Equipment
910,Plant A,2024-02-25,A fire alarm was triggered in Plant A's assembly line on 2024-02-25.,electrical,Equipment
911,Plant B,2024-04-14,A fire alarm was triggered in Plant B's assembly line on 2024-04-14.,near-miss,Environment
912,Plant D,2024-05-11,A near-miss incident was reported on 2024-05-11 at Plant D.,ventilation,Human error
913,Plant A,2024-09-15,A fire alarm was triggered in Plant A's assembly line on 2024-09-15.,heat exhaustion,Unknown
914,Plant C,2024-01-27,Symptoms of heat exhaustion were reported by a worker in Plant C on 2024-01-27.,slip,Unknown
915,Plant A,2024-03-11,"On 2024-03-11, a worker in Plant A's production area tripped over an unmarked hazard.",heat exhaustion,Unknown
916,Plant B,2024-07-03,"On 2024-07-03, a worker in Plant B's production area tripped over an unmarked hazard.",ventilation,Unknown
917,Plant B,2024-08-23,Symptoms of heat exhaustion were reported by a worker in Plant B on 2024-08-23.,other,Equipment
918,Plant A,2024-02-25,"On 2024-02-25, a worker in Plant A's production area tripped over an unmarked hazard.",other,Equipment
919,Plant C,2024-04-04,A near-miss incident was reported on 2024-04-04 at Plant C.,other,Human error
920,Plant C,2024-04-30,A fire alarm was triggered in Plant C's assembly line on 2024-04-30.,ventilation,Equipment
921,Plant A,2024-01-24,A fire alarm was triggered in Plant A's assembly line on 2024-01-24.,near-miss,Unknown
922,Plant B,2024-05-11,Symptoms of heat exhaustion were reported by a worker in Plant B on 2024-05-11.,near-miss,Unknown
923,Plant B,2024-05-17,A near-miss incident was reported on 2024-05-17 at Plant B.,ventilation,Environment
924,Plant D,2024-05-22,A near-miss incident was reported on 2024-05-22 at Plant D.,slip,Equipment
925,Plant D,2024-02-14,Employee reported dizziness and nausea in Plant D's packaging area on 2024-02-14.,electrical,Unknown
926,Plant C,2024-07-24,Symptoms of heat exhaustion were reported by a worker in Plant C on 2024-07-24.,electrical,Unknown
927,Plant C,2024-06-23,"On 2024-06-23, a worker in Plant C's production area tripped over an unmarked hazard.",slip,Equipment
928,Plant C,2024-05-04,Symptoms of heat exhaustion were reported by a worker in Plant C on 2024-05-04.,fire,Environment
929,Plant D,2024-07-26,A fire alarm was triggered in Plant D's assembly line on 2024-07-26.,ventilation,Equipment
930,Plant A,2024-09-15,"On 2024-09-15, a worker in Plant A's production area tripped over an unmarked hazard.",safety violation,Environment
931,Plant D,2024-08-24,A near-miss incident was reported on 2024-08-24 at Plant D.,chemical spill,Human error
932,Plant B,2024-07-25,A near-miss incident was reported on 2024-07-25 at Plant B.,heat exhaustion,Environment
933,Plant C,2024-06-28,Symptoms of heat exhaustion were reported by a worker in Plant C on 2024-06-28.,other,Equipment
934,Plant B,2024-03-04,A near-miss incident was reported on 2024-03-04 at Plant B.,other,Environment
935,Plant C,2024-07-23,A near-miss incident was reported on 2024-07-23 at Plant C.,electrical,Environment
936,Plant B,2024-08-31,"On 2024-08-31, a worker in Plant B's production area tripped over an unmarked hazard.",near-miss,Equipment
937,Plant D,2024-04-08,Employee reported dizziness and nausea in Plant D's packaging area on 2024-04-08.,near-miss,Environment
938,Plant A,2024-01-06,A fire alarm was triggered in Plant A's assembly line on 2024-01-06.,other,Equipment
939,Plant A,2024-03-21,A near-miss incident was reported on 2024-03-21 at Plant A.,other,Environment
940,Plant C,2024-09-03,A fire alarm was triggered in Plant C's assembly line on 2024-09-03.,safety violation,Human error
941,Plant A,2024-03-16,A near-miss incident was reported on 2024-03-16 at Plant A.,injury,Environment
942,Plant C,2024-01-25,A fire alarm was triggered in Plant C's assembly line on 2024-01-25.,falling object,Unknown
943,Plant B,2024-08-06,Symptoms of heat exhaustion were reported by a worker in Plant B on 2024-08-06.,chemical spill,Human error
944,Plant D,2024-05-27,A fire alarm was triggered in Plant D's assembly line on 2024-05-27.,heat exhaustion,Human error
945,Plant D,2024-06-20,Employee reported dizziness and nausea in Plant D's packaging area on 2024-06-20.,near-miss,Environment
946,Plant B,2024-03-29,Symptoms of heat exhaustion were reported by a worker in Plant B on 2024-03-29.,slip,Human error
947,Plant D,2024-02-22,Employee reported dizziness and nausea in Plant D's packaging area on 2024-02-22.,fire,Human error
948,Plant D,2024-02-15,"On 2024-02-15, a worker in Plant D's production area tripped over an unmarked hazard.",falling object,Equipment
949,Plant B,2024-03-10,"On 2024-03-10, a worker in Plant B's production area tripped over an unmarked hazard.",ventilation,Human error
950,Plant A,2024-02-24,A near-miss incident was reported on 2024-02-24 at Plant A.,slip,Human error
951,Plant A,2024-09-07,Employee reported dizziness and nausea in Plant A's packaging area on 2024-09-07.,near-miss,Unknown
952,Plant C,2024-09-02,A near-miss incident was reported on 2024-09-02 at Plant C.,slip,Human error
953,Plant A,2024-03-25,A fire alarm was triggered in Plant A's assembly line on 2024-03-25.,heat exhaustion,Unknown
954,Plant D,2024-01-02,Symptoms of heat exhaustion were reported by a worker in Plant D on 2024-01-02.,ventilation,Human error
955,Plant D,2024-02-14,"On 2024-02-14, a worker in Plant D's production area tripped over an unmarked hazard.",injury,Human error
956,Plant B,2024-07-02,"On 2024-07-02, a worker in Plant B's production area tripped over an unmarked hazard.",electrical,Environment
957,Plant B,2024-09-10,Employee reported dizziness and nausea in Plant B's packaging area on 2024-09-10.,near-miss,Human error
958,Plant D,2024-01-05,A near-miss incident was reported on 2024-01-05 at Plant D.,near-miss,Human error
959,Plant D,2024-02-19,Symptoms of heat exhaustion were reported by a worker in Plant D on 2024-02-19.,heat exhaustion,Unknown
960,Plant B,2024-06-26,Employee reported dizziness and nausea in Plant B's packaging area on 2024-06-26.,ventilation,Human error
961,Plant D,2024-07-03,A fire alarm was triggered in Plant D's assembly line on 2024-07-03.,fire,Human error
962,Plant B,2024-02-11,A fire alarm was triggered in Plant B's assembly line on 2024-02-11.,fire,Human error
963,Plant A,2024-08-12,Symptoms of heat exhaustion were reported by a worker in Plant A on 2024-08-12.,electrical,Environment
964,Plant D,2024-07-13,"On 2024-07-13, a worker in Plant D's production area tripped over an unmarked hazard.",near-miss,Unknown
965,Plant C,2024-01-03,"On 2024-01-03, a worker in Plant C's production area tripped over an unmarked hazard.",heat exhaustion,Environment
966,Plant D,2024-07-28,A near-miss incident was reported on 2024-07-28 at Plant D.,chemical spill,Unknown
967,Plant C,2024-03-26,A near-miss incident was reported on 2024-03-26 at Plant C.,chemical spill,Environment
968,Plant B,2024-02-09,"On 2024-02-09, a worker in Plant B's production area tripped over an unmarked hazard.",heat exhaustion,Unknown
969,Plant A,2024-01-12,Employee reported dizziness and nausea in Plant A's packaging area on 2024-01-12.,near-miss,Human error
970,Plant A,2024-03-06,Employee reported dizziness and nausea in Plant A's packaging area on 2024-03-06.,slip,Equipment
971,Plant C,2024-05-18,Employee reported dizziness and nausea in Plant C's packaging area on 2024-05-18.,fire,Environment
972,Plant C,2024-09-02,Symptoms of heat exhaustion were reported by a worker in Plant C on 2024-09-02.,chemical spill,Equipment
973,Plant C,2024-05-19,A fire alarm was triggered in Plant C's assembly line on 2024-05-19.,slip,Unknown
974,Plant D,2024-07-24,A near-miss incident was reported on 2024-07-24 at Plant D.,slip,Environment
975,Plant B,2024-07-11,Symptoms of heat exhaustion were reported by a worker in Plant B on 2024-07-11.,falling object,Unknown
976,Plant D,2024-04-16,A near-miss incident was reported on 2024-04-16 at Plant D.,ventilation,Environment
977,Plant B,2024-02-22,Symptoms of heat exhaustion were reported by a worker in Plant B on 2024-02-22.,electrical,Environment
978,Plant D,2024-03-19,A fire alarm was triggered in Plant D's assembly line on 2024-03-19.,near-miss,Human error
979,Plant C,2024-07-24,"On 2024-07-24, a worker in Plant C's production area tripped over an unmarked hazard.",near-miss,Human error
980,Plant A,2024-05-23,Employee reported dizziness and nausea in Plant A's packaging area on 2024-05-23.,ventilation,Unknown
981,Plant C,2024-03-17,A near-miss incident was reported on 2024-03-17 at Plant C.,safety violation,Equipment
982,Plant B,2024-06-18,A near-miss incident was reported on 2024-06-18 at Plant B.,ventilation,Environment
983,Plant D,2024-01-02,A near-miss incident was reported on 2024-01-02 at Plant D.,injury,Equipment
984,Plant B,2024-09-02,Employee reported dizziness and nausea in Plant B's packaging area on 2024-09-02.,safety violation,Unknown
985,Plant A,2024-07-16,Employee reported dizziness and nausea in Plant A's packaging area on 2024-07-16.,ventilation,Unknown
986,Plant A,2024-04-26,Employee reported dizziness and nausea in Plant A's packaging area on 2024-04-26.,safety violation,Equipment
987,Plant D,2024-07-26,Employee reported dizziness and nausea in Plant D's packaging area on 2024-07-26.,injury,Human error
988,Plant D,2024-08-15,A fire alarm was triggered in Plant D's assembly line on 2024-08-15.,fire,Unknown
989,Plant D,2024-02-21,Symptoms of heat exhaustion were reported by a worker in Plant D on 2024-02-21.,chemical spill,Unknown
990,Plant D,2024-05-20,"On 2024-05-20, a worker in Plant D's production area tripped over an unmarked hazard.",chemical spill,Equipment
991,Plant B,2024-01-26,A near-miss incident was reported on 2024-01-26 at Plant B.,fire,Unknown
992,Plant B,2024-07-03,A fire alarm was triggered in Plant B's assembly line on 2024-07-03.,ventilation,Equipment
993,Plant D,2024-01-10,A fire alarm was triggered in Plant D's assembly line on 2024-01-10.,slip,Equipment
994,Plant D,2024-02-05,A near-miss incident was reported on 2024-02-05 at Plant D.,safety violation,Environment
995,Plant C,2024-02-28,A near-miss incident was reported on 2024-02-28 at Plant C.,slip,Equipment
996,Plant C,2024-01-30,Employee reported dizziness and nausea in Plant C's packaging area on 2024-01-30.,heat exhaustion,Equipment
997,Plant C,2024-04-24,Employee reported dizziness and nausea in Plant C's packaging area on 2024-04-24.,heat exhaustion,Environment
998,Plant D,2024-02-26,A near-miss incident was reported on 2024-02-26 at Plant D.,ventilation,Equipment
999,Plant C,2024-05-07,Employee reported dizziness and nausea in Plant C's packaging area on 2024-05-07.,falling object,Human error
1000,Plant C,2024-03-13,A fire alarm was triggered in Plant C's assembly line on 2024-03-13.,heat exhaustion,Environment
